============================================================================================================================================
A股ETF量化交易系统 - 回测交易报告
回测期间: 2020-01-01 至 2025-12-31
总交易数: 632 笔
============================================================================================================================================

交易日期         股票代码       股票名称            买卖类型     价格                     数量            交易金额              收益
2022-06-01   159949     恒生ETF           卖出       3.1907               2366         7549.31           -5.79
2022-06-01   159915     创业板ETF          卖出       4.3913               3000        13173.97         3852.18
2022-06-01   516160     新能源ETF          买入       1.8566               5843        10848.13 -
2022-06-08   159949     恒生ETF           买入       3.0374               1072         3256.13 -
2022-06-08   159915     创业板ETF          买入       3.9665               3343        13260.13 -
2022-06-08   516160     新能源ETF          买入       1.7911                311          557.02 -
2022-06-15   159949     恒生ETF           卖出       3.0840               1035         3191.93         -110.11
2022-06-15   159915     创业板ETF          买入       3.9062                730         2851.52 -
2022-06-15   516160     新能源ETF          买入       1.7844                329          587.07 -
2022-06-22   159949     恒生ETF           卖出       3.2782               2245         7359.57          197.19
2022-06-22   159915     创业板ETF          买入       3.9533                480         1897.61 -
2022-06-22   516160     新能源ETF          卖出       1.8754               3036         5693.67         1372.12
2022-06-29   159949     恒生ETF           卖出       3.4732               1957         6797.15          553.59
2022-06-29   159915     创业板ETF          买入       4.0110                382         1532.21 -
2022-06-29   516160     新能源ETF          卖出       1.9816               3226         6392.68         1800.67
2022-07-06   159949     恒生ETF           卖出       3.6138                138          498.71           58.43
2022-07-06   159915     创业板ETF          买入       4.0638               1228         4990.31 -
2022-07-06   516160     新能源ETF          卖出       2.3132              10663        24665.28         9487.17
2022-07-13   159949     恒生ETF           买入       3.2943               5512        18158.27 -
2022-07-13   159915     创业板ETF          卖出       4.5186               5148        23261.91         6729.91
2022-07-13   516160     新能源ETF          买入       2.2860               1466         3351.22 -
2022-07-20   159949     恒生ETF           卖出       3.4132               2955        10086.01          629.87
2022-07-20   159915     创业板ETF          买入       4.3544               1189         5177.39 -
2022-07-20   516160     新能源ETF          买入       2.1109               5919        12494.53 -
2022-07-27   159949     恒生ETF           买入       3.3247               1321         4391.88 -
2022-07-27   159915     创业板ETF          卖出       4.5181               2052         9271.04         2622.95
2022-07-27   516160     新能源ETF          买入       2.0181               3779         7626.53 -
2022-08-03   159949     恒生ETF           买入       3.2530                757         2462.52 -
2022-08-03   159915     创业板ETF          卖出       4.4972                187          840.98          235.13
2022-08-03   516160     新能源ETF          买入       1.9685               1576         3102.33 -
2022-08-10   159949     恒生ETF           卖出       3.3290                464         1544.65           58.20
2022-08-10   159915     创业板ETF          卖出       4.8847               2888        14106.90         4750.33
2022-08-10   516160     新能源ETF          买入       1.9378               3276         6348.11 -
2022-08-17   159949     恒生ETF           卖出       3.4016                718         2442.37          142.22
2022-08-17   159915     创业板ETF          买入       4.8901                426         2083.20 -
2022-08-17   516160     新能源ETF          卖出       1.9977               2344         4682.70         1112.26
2022-08-24   159949     恒生ETF           卖出       3.7294               3399        12676.31         1787.41
2022-08-24   159915     创业板ETF          卖出       5.0678                300         1520.34          543.50
2022-08-24   516160     新能源ETF          卖出       2.0909               1469         3071.57          833.95
2022-08-31   159949     恒生ETF           买入       3.3464               5716        19127.81 -
2022-08-31   159915     创业板ETF          买入       5.0293                 14           70.41 -
2022-08-31   516160     新能源ETF          卖出       2.2141               6282        13908.74         4339.83
2022-09-07   159949     恒生ETF           买入       3.0379               4440        13488.49 -
2022-09-07   159915     创业板ETF          买入       4.8268                709         3422.18 -
2022-09-07   516160     新能源ETF          卖出       2.1942               1420         3115.81          952.82
2022-09-14   159949     恒生ETF           买入       2.9861              63898       190805.29 -
2022-09-14   159915     创业板ETF          买入       4.6192               1181         5455.29 -
2022-09-14   516160     新能源ETF          卖出       2.1698                534         1158.67          345.26
2022-09-21   159949     恒生ETF           卖出       3.1470                602         1894.50           96.87
2022-09-21   159915     创业板ETF          买入       4.7766                516         2464.71 -
2022-09-21   516160     新能源ETF          卖出       2.5580              10080        25784.86        10430.74
2022-09-28   159949     恒生ETF           买入       3.0070               2895         8705.36 -
2022-09-28   159915     创业板ETF          买入       4.7221                396         1869.95 -
2022-09-28   516160     新能源ETF          卖出       2.6647               3385         9019.87         3863.75
2022-10-05   159949     恒生ETF           卖出       2.9277                526         1539.94          -31.22
2022-10-05   159915     创业板ETF          买入       4.2256               3713        15689.62 -
2022-10-05   516160     新能源ETF          买入       2.5298               1627         4115.96 -
2022-10-12   159949     恒生ETF           买入       2.7819               2678         7449.96 -
2022-10-12   159915     创业板ETF          买入       4.0094               1982         7946.68 -
2022-10-12   516160     新能源ETF          卖出       2.5985               3180         8263.12         3352.13
2022-10-19   159949     恒生ETF           买入       2.8452              68532       194988.55 -
2022-10-19   159915     创业板ETF          卖出       4.4938               4448        19988.52         4706.37
2022-10-19   516160     新能源ETF          卖出       2.7342               1884         5151.23         2241.70
2022-10-26   159949     恒生ETF           买入       2.7144               1674         4543.87 -
2022-10-26   159915     创业板ETF          买入       4.3334                726         3146.02 -
2022-10-26   516160     新能源ETF          买入       2.6129               1792         4682.34 -
2022-11-02   159949     恒生ETF           买入       2.5315              74264       187996.01 -
2022-11-02   159915     创业板ETF          卖出       4.3682               1107         4835.61         1017.08
2022-11-02   516160     新能源ETF          买入       2.5288               1435         3628.86 -
2022-11-09   159949     恒生ETF           卖出       2.7254               4932        13441.90          956.76
2022-11-09   159915     创业板ETF          买入       4.2596               1618         6892.09 -
2022-11-09   516160     新能源ETF          买入       2.5135               1007         2531.07 -
2022-11-16   159949     恒生ETF           卖出       2.9656               3840        11387.79         1667.00
2022-11-16   159915     创业板ETF          买入       4.3045                823         3542.64 -
2022-11-16   516160     新能源ETF          卖出       2.6718               2685         7173.66         2876.55
2022-11-23   159949     恒生ETF           卖出       3.3807               6720        22718.40         5707.02
2022-11-23   159915     创业板ETF          卖出       4.5868               2046         9384.65         2242.74
2022-11-23   516160     新能源ETF          买入       2.4771               7819        19368.77 -
2022-11-30   159949     恒生ETF           卖出       3.4030                536         1823.99          467.13
2022-11-30   159915     创业板ETF          卖出       4.7795               2004         9578.18         2582.88
2022-11-30   516160     新能源ETF          买入       2.3139               5551        12844.28 -
2022-12-07   159949     恒生ETF           买入       3.3945                694         2355.78 -
2022-12-07   159915     创业板ETF          卖出       5.0074               1723         8627.77         2613.35
2022-12-07   516160     新能源ETF          买入       2.3074                893         2060.54 -
2022-12-14   159949     恒生ETF           卖出       3.5946               2686         9654.96         2828.18
2022-12-14   159915     创业板ETF          买入       5.0644                141          714.07 -
2022-12-14   516160     新能源ETF          买入       2.3173                738         1710.19 -
2022-12-21   159949     恒生ETF           卖出       3.7035                701         2596.12          814.44
2022-12-21   159915     创业板ETF          卖出       5.3253               1484         7902.81         2715.04
2022-12-21   516160     新能源ETF          买入       2.3529                185          435.28 -
2022-12-28   159949     恒生ETF           卖出       3.8768                451         1748.43          602.15
2022-12-28   159915     创业板ETF          卖出       5.6047                562         3149.82         1185.18
2022-12-28   516160     新能源ETF          卖出       2.6352               6674        17587.28         6000.16
2023-01-04   159949     恒生ETF           卖出       3.9748                657         2611.43          941.59
2023-01-04   159915     创业板ETF          卖出       5.7379                431         2473.02          966.34
2023-01-04   516160     新能源ETF          卖出       2.7047               1071         2896.69         1037.27
2023-01-11   159949     恒生ETF           卖出       4.0171                338         1357.79          498.72
2023-01-11   159915     创业板ETF          卖出       5.9289               1140         6759.00         2773.79
2023-01-11   516160     新能源ETF          买入       2.6555               2040         5417.16 -
2023-01-18   159949     恒生ETF           买入       3.8526               2773        10683.36 -
2023-01-18   159915     创业板ETF          卖出       5.9947                192         1150.98          479.79
2023-01-18   516160     新能源ETF          卖出       2.8268               4732        13376.21         5054.48
2023-01-25   159949     恒生ETF           卖出       3.8397                330         1267.10          407.27
2023-01-25   159915     创业板ETF          买入       5.7789               1259         7275.69 -
2023-01-25   516160     新能源ETF          卖出       2.8263                551         1557.27          588.28
2023-02-01   159949     恒生ETF           买入       3.7999                822         3123.56 -
2023-02-01   159915     创业板ETF          卖出       5.9276               1017         6028.39         2401.32
2023-02-01   516160     新能源ETF          买入       2.8167                582         1639.34 -
2023-02-08   159949     恒生ETF           卖出       4.0366               3478        14039.21         4917.60
2023-02-08   159915     创业板ETF          买入       5.5828               2527        14107.61 -
2023-02-08   516160     新能源ETF          买入       2.8156                 18           50.68 -
2023-02-15   159949     恒生ETF           卖出       4.1301               1443         5959.69         2175.19
2023-02-15   159915     创业板ETF          买入       5.4903                529         2904.39 -
2023-02-15   516160     新能源ETF          买入       2.7319               2072         5660.59 -
2023-02-22   159949     恒生ETF           买入       3.8276               4292        16428.18 -
2023-02-22   159915     创业板ETF          买入       5.3725                964         5179.14 -
2023-02-22   516160     新能源ETF          卖出       2.9998               7327        21979.64         8854.27
2023-03-01   159949     恒生ETF           卖出       3.9023               1285         5014.40         1527.14
2023-03-01   159915     创业板ETF          卖出       5.3617                 68          364.60          109.85
2023-03-01   516160     新能源ETF          买入       2.9146               2180         6353.85 -
2023-03-08   159949     恒生ETF           卖出       3.8524                 24           92.46           27.33
2023-03-08   159915     创业板ETF          买入       5.0045               2587        12946.56 -
2023-03-08   516160     新能源ETF          卖出       2.9323               1599         4688.71         1772.64
2023-03-15   159949     恒生ETF           买入       3.4250               5951        20382.29 -
2023-03-15   159915     创业板ETF          买入       4.8355                782         3781.35 -
2023-03-15   516160     新能源ETF          卖出       3.0635               4415        13525.26         5473.71
2023-03-22   159949     恒生ETF           卖出       3.7328               4473        16696.64         4249.27
2023-03-22   159915     创业板ETF          卖出       4.9569                674         3340.96          757.11
2023-03-22   516160     新能源ETF          买入       2.9273               4301        12590.24 -
2023-03-29   159949     恒生ETF           买入       3.6288               1154         4187.67 -
2023-03-29   159915     创业板ETF          卖出       4.9658                549         2726.21          621.57
2023-03-29   516160     新能源ETF          买入       2.8351               1636         4638.20 -
2023-04-05   159949     恒生ETF           买入       3.3730               2376         8014.34 -
2023-04-05   159915     创业板ETF          买入       4.6946               1166         5473.92 -
2023-04-05   516160     新能源ETF          买入       2.6641               2245         5981.00 -
2023-04-12   159949     恒生ETF           买入       2.9851               6732        20095.78 -
2023-04-12   159915     创业板ETF          卖出       4.9242               3011        14826.91         3219.54
2023-04-12   516160     新能源ETF          买入       2.5651               1678         4304.32 -
2023-04-19   159949     恒生ETF           买入       2.9610                143          423.42 -
2023-04-19   159915     创业板ETF          买入       4.8242                732         3531.28 -
2023-04-19   516160     新能源ETF          卖出       2.5522                231          589.55          140.63
2023-04-26   159949     恒生ETF           买入       2.7316               4235        11568.26 -
2023-04-26   159915     创业板ETF          卖出       4.9092               1712         8404.57         1777.64
2023-04-26   516160     新能源ETF          买入       2.4080               3281         7900.81 -
2023-05-03   159949     恒生ETF           卖出       3.0808               6325        19486.36         1571.47
2023-05-03   159915     创业板ETF          卖出       5.2346               1452         7600.61         1980.10
2023-05-03   516160     新能源ETF          买入       2.3564               4363        10281.16 -
2023-05-10   159949     恒生ETF           买入       2.7806               6043        16803.02 -
2023-05-10   159915     创业板ETF          买入       5.0060               1294         6477.70 -
2023-05-10   516160     新能源ETF          卖出       2.4781               5743        14231.87         2851.51
2023-05-17   159949     恒生ETF           卖出       2.9921               2206         6600.64          362.07
2023-05-17   159915     创业板ETF          卖出       5.4638               1908        10424.85         2973.72
2023-05-17   516160     新能源ETF          卖出       2.6913               3083         8297.17         2187.89
2023-05-24   159949     恒生ETF           卖出       3.1048               1474         4576.43          407.95
2023-05-24   159915     创业板ETF          卖出       5.6640                834         4723.77         1466.83
2023-05-24   516160     新能源ETF          买入       2.7368                 47          128.63 -
2023-05-31   159949     恒生ETF           买入       3.0053               1126         3384.00 -
2023-05-31   159915     创业板ETF          卖出       5.6361                521         2936.43          901.82
2023-05-31   516160     新能源ETF          买入       2.5569               4010        10253.31 -
2023-06-07   159949     恒生ETF           买入       2.7186               6517        17717.39 -
2023-06-07   159915     创业板ETF          卖出       5.6129                217         1218.00          370.57
2023-06-07   516160     新能源ETF          卖出       2.6593               4080        10849.77         2648.65
2023-06-14   159949     恒生ETF           卖出       3.0647               6563        20113.59         1598.19
2023-06-14   159915     创业板ETF          买入       5.6598                962         5444.74 -
2023-06-14   516160     新能源ETF          卖出       2.7850               1217         3389.35          943.08
2023-06-21   159949     恒生ETF           卖出       3.1995               1671         5346.42          632.23
2023-06-21   159915     创业板ETF          买入       5.7033                435         2480.95 -
2023-06-21   516160     新能源ETF          卖出       2.9449               2826         8322.27         2641.79
2023-06-28   159949     恒生ETF           买入       3.2753                 54          176.87 -
2023-06-28   159915     创业板ETF          卖出       5.8866                460         2707.83          883.52
2023-06-28   516160     新能源ETF          卖出       3.1626               3552        11233.54         4093.74
2023-07-05   159949     恒生ETF           买入       2.9147               6352        18514.02 -
2023-07-05   159915     创业板ETF          买入       5.5109               1717         9462.22 -
2023-07-05   516160     新能源ETF          卖出       3.2481               3634        11803.74         4499.12
2023-07-12   159949     恒生ETF           卖出       3.0690               3163         9707.12          757.08
2023-07-12   159915     创业板ETF          买入       5.2639               2390        12580.63 -
2023-07-12   516160     新能源ETF          卖出       3.4094               2556         8714.38         3576.62
2023-07-19   159949     恒生ETF           卖出       3.2689               3364        10996.74         1477.95
2023-07-19   159915     创业板ETF          买入       5.2761                522         2754.14 -
2023-07-19   516160     新能源ETF          卖出       3.4650                137          474.70          199.32
2023-07-26   159949     恒生ETF           买入       3.2860               1607         5280.60 -
2023-07-26   159915     创业板ETF          卖出       5.6131               1626         9126.95         2445.11
2023-07-26   516160     新能源ETF          卖出       3.7652               3508        13208.27         6156.91
2023-08-02   159949     恒生ETF           买入       3.2242                 88          283.73 -
2023-08-02   159915     创业板ETF          卖出       5.5787                497         2772.62          730.26
2023-08-02   516160     新能源ETF          买入       3.4806               3943        13724.01 -
2023-08-09   159949     恒生ETF           买入       3.0133               4566        13758.71 -
2023-08-09   159915     创业板ETF          卖出       5.8676               2233        13102.25         3926.01
2023-08-09   516160     新能源ETF          买入       3.4486                393         1355.29 -
2023-08-16   159949     恒生ETF           卖出       3.2278               2775         8957.14         1044.01
2023-08-16   159915     创业板ETF          卖出       6.3549               1888        11997.99         4239.48
2023-08-16   516160     新能源ETF          买入       3.5535                137          486.83 -
2023-08-23   159949     恒生ETF           卖出       3.4103               3191        10882.18         1782.80
2023-08-23   159915     创业板ETF          卖出       6.4131                 22          141.09           50.68
2023-08-23   516160     新能源ETF          买入       3.5007               1553         5436.64 -
2023-08-30   159949     恒生ETF           卖出       3.6520               4149        15152.00         3320.80
2023-08-30   159915     创业板ETF          买入       6.3934                379         2423.09 -
2023-08-30   516160     新能源ETF          买入       3.3729               2858         9639.84 -
2023-09-06   159949     恒生ETF           买入       3.6350                425         1544.89 -
2023-09-06   159915     创业板ETF          买入       6.1064               1836        11211.30 -
2023-09-06   516160     新能源ETF          卖出       3.5506               3611        12821.29         4900.04
2023-09-13   159949     恒生ETF           买入       3.1516               7434        23428.80 -
2023-09-13   159915     创业板ETF          卖出       6.0716               1134         6885.23         2099.30
2023-09-13   516160     新能源ETF          买入       3.3839               1212         4101.28 -
2023-09-20   159949     恒生ETF           买入       3.1144                741         2307.78 -
2023-09-20   159915     创业板ETF          买入       6.0484                173         1046.37 -
2023-09-20   516160     新能源ETF          卖出       3.4088                722         2461.18          861.89
2023-09-27   159949     恒生ETF           买入       2.9499               3201         9442.70 -
2023-09-27   159915     创业板ETF          卖出       5.9748                 11           65.72           19.21
2023-09-27   516160     新能源ETF          卖出       3.4137                792         2703.69          949.33
2023-10-04   159949     恒生ETF           买入       2.9018               1361         3949.29 -
2023-10-04   159915     创业板ETF          买入       5.4694               3837        20986.20 -
2023-10-04   516160     新能源ETF          卖出       3.8129               6789        25885.57        10847.30
2023-10-11   159949     恒生ETF           买入       2.7993               1850         5178.65 -
2023-10-11   159915     创业板ETF          卖出       5.5301               1077         5955.86         1284.55
2023-10-11   516160     新能源ETF          买入       3.6352               2266         8237.46 -
2023-10-18   159949     恒生ETF           卖出       2.8494                994         2832.35          -40.90
2023-10-18   159915     创业板ETF          卖出       5.8489               2043        11949.34         3088.16
2023-10-18   516160     新能源ETF          买入       3.4898               2996        10455.39 -
2023-10-25   159949     恒生ETF           卖出       3.0180               2178         6573.16          277.45
2023-10-25   159915     创业板ETF          卖出       6.4793               2877        18640.99         6162.47
2023-10-25   516160     新能源ETF          买入       3.4838               1987         6922.38 -
2023-11-01   159949     恒生ETF           买入       2.9198               2250         6569.53 -
2023-11-01   159915     创业板ETF          买入       6.2187               1443         8973.64 -
2023-11-01   516160     新能源ETF          卖出       3.6402               3313        12060.14         4243.17
2023-11-08   159949     恒生ETF           买入       2.8898               1533         4430.01 -
2023-11-08   159915     创业板ETF          卖出       6.5359               1623        10607.76         3455.67
2023-11-08   516160     新能源ETF          买入       3.6794                 39          143.50 -
2023-11-15   159949     恒生ETF           买入       2.9825                615         1834.22 -
2023-11-15   159915     创业板ETF          卖出       7.0147               1157         8115.95         3017.39
2023-11-15   516160     新能源ETF          卖出       4.1328               4768        19705.15         8451.23
2023-11-22   159949     恒生ETF           买入       3.0720                544         1671.18 -
2023-11-22   159915     创业板ETF          卖出       7.5013               1098         8236.46         3397.89
2023-11-22   516160     新能源ETF          卖出       4.6029               4003        18425.45         8977.17
2023-11-29   159949     恒生ETF           卖出       3.2772               5304        17382.39         2036.08
2023-11-29   159915     创业板ETF          买入       7.2379               1277         9242.83 -
2023-11-29   516160     新能源ETF          买入       4.4246               2174         9619.11 -
2023-12-06   159949     恒生ETF           买入       3.1371               2714         8514.00 -
2023-12-06   159915     创业板ETF          卖出       7.4288               1358        10088.25         3969.54
2023-12-06   516160     新能源ETF          买入       4.2311               1995         8441.14 -
2023-12-13   159949     恒生ETF           买入       2.9946               3549        10627.77 -
2023-12-13   159915     创业板ETF          卖出       7.7918               1691        13176.00         5556.90
2023-12-13   516160     新能源ETF          买入       4.1625                870         3621.38 -
2023-12-20   159949     恒生ETF           卖出       3.0526               1241         3788.26          181.93
2023-12-20   159915     创业板ETF          卖出       7.8731                157         1236.08          528.68
2023-12-20   516160     新能源ETF          买入       4.1682                255         1062.90 -
2023-12-27   159949     恒生ETF           卖出       3.1811               2196         6985.68          604.14
2023-12-27   159915     创业板ETF          买入       7.9240                293         2321.73 -
2023-12-27   516160     新能源ETF          卖出       4.2921               1063         4562.54         1870.26
2024-01-03   159949     恒生ETF           卖出       3.3972               2875         9766.90         1412.19
2024-01-03   159915     创业板ETF          卖出       8.2263                387         3183.58         1428.35
2024-01-03   516160     新能源ETF          卖出       4.5306               1512         6850.28         3020.81
2024-01-10   159949     恒生ETF           卖出       3.3972                  1            3.40            0.49
2024-01-10   516160     新能源ETF          卖出       4.5306                  1            4.53            2.00
--------------------------------------------------------------------------------------------------------------------------------------------
汇总统计:
  买入交易: 327 笔，总金额: 6,393,038.36 元
  卖出交易: 305 笔，总金额: 2,425,051.17 元
  总收益: 613,251.34 元
  收益率: 9.59%
============================================================================================================================================
